,Respondent,WebframeDesireNextYear,WebframeWorkedWith
43957,57719,Laravel,
43963,57719,React.js,
43969,57719,Symfony,
43975,57719,Vue.js,
43981,57742,Angular,ASP.NET
43982,57742,,Angular
43983,57742,,Spring
43984,57742,,jQuery
43985,57742,Spring,
43989,57742,Vue.js,
43993,57751,Django,Flask
43994,57751,,Vue.js
43995,57777,React.js,React.js
43996,57780,React.js,Angular
43997,57780,,Drupal
43998,57780,,Ruby on Rails
43999,57780,,Vue.js
44000,57780,Vue.js,
44004,57788,Drupal,Drupal
44005,57788,,jQuery
44006,57788,jQuery,
44008,57801,Drupal,Drupal
44009,57801,,Vue.js
44010,57801,,jQuery
44011,57801,jQuery,
44014,57801,Vue.js,
44017,57804,ASP.NET,ASP.NET
44018,57804,,ASP.NET Core
44019,57804,,jQuery
44020,57804,ASP.NET Core,
44023,57810,ASP.NET Core,ASP.NET Core
44024,57810,,Angular
44025,57810,Vue.js,
44027,57822,Vue.js,Vue.js
44028,57835,React.js,React.js
44029,57835,,jQuery
44030,57855,Django,Flask
44031,57855,Flask,
44032,57859,Angular,Express
44033,57859,,React.js
44034,57859,Express,
44036,57859,React.js,
44038,57868,ASP.NET Core,ASP.NET
44039,57868,,ASP.NET Core
44040,57868,jQuery,
44042,57868,React.js,
44044,57868,Vue.js,
44046,57869,ASP.NET Core,ASP.NET Core
44047,57869,,Vue.js
44048,57869,React.js,
44050,57869,Vue.js,
44052,57889,Flask,Angular
44053,57889,,React.js
44054,57889,,Spring
44055,57889,React.js,
44058,57889,Ruby on Rails,
44061,57903,Angular,ASP.NET
44062,57903,,Angular
44063,57903,,Angular.js
44064,57903,,Express
44065,57903,,Gatsby
44066,57903,,React.js
44067,57903,,jQuery
44068,57903,ASP.NET Core,
44075,57903,Express,
44082,57903,Gatsby,
44089,57903,React.js,
44096,57903,Ruby on Rails,
44103,57903,Vue.js,
44110,57904,Angular,Angular
44111,57904,,Gatsby
44112,57904,,Laravel
44113,57904,Express,
44116,57904,Laravel,
44119,57904,React.js,
44122,57904,Vue.js,
44125,57909,Ruby on Rails,Flask
44126,57909,,Gatsby
44127,57909,,React.js
44128,57909,,Ruby on Rails
44129,57909,Vue.js,
44133,57918,Angular,ASP.NET
44134,57918,,ASP.NET Core
44135,57918,,React.js
44136,57918,,jQuery
44137,57918,Angular.js,
44141,57918,jQuery,
44145,57918,React.js,
44149,57923,Angular,Angular
44150,57923,,Django
44151,57923,,Express
44152,57923,,Flask
44153,57923,,Laravel
44154,57923,,React.js
44155,57923,,Spring
44156,57923,,Vue.js
44157,57923,,jQuery
44158,57923,Django,
44167,57923,Express,
44176,57923,Flask,
44185,57923,Gatsby,
44194,57923,Laravel,
44203,57923,React.js,
44212,57923,Symfony,
44221,57923,Vue.js,
44230,57937,Flask,Angular
44231,57937,React.js,
44232,57937,Vue.js,
44233,57971,Express,Angular
44234,57971,,Express
44235,57971,,Gatsby
44236,57971,,React.js
44237,57971,Gatsby,
44241,57971,React.js,
44245,57971,Vue.js,
44249,57984,Express,Angular.js
44250,57984,,Drupal
44251,57984,,Express
44252,57984,,React.js
44253,57984,,Symfony
44254,57984,React.js,
44259,57984,Vue.js,
44264,58001,Django,Django
44265,58008,Django,ASP.NET
44266,58008,,ASP.NET Core
44267,58008,,Django
44268,58008,,Spring
44269,58008,,jQuery
44270,58008,jQuery,
44275,58008,Spring,
44280,58034,ASP.NET,ASP.NET
44281,58034,,ASP.NET Core
44282,58034,,Django
44283,58034,,Express
44284,58034,,React.js
44285,58034,,Spring
44286,58034,Django,
44292,58034,Express,
44298,58034,React.js,
44304,58035,Django,Django
44305,58035,,Laravel
44306,58035,,Vue.js
44307,58035,Flask,
44310,58035,Laravel,
44313,58035,Ruby on Rails,
44316,58035,Spring,
44319,58035,Symfony,
44322,58035,Vue.js,
44325,58040,Angular,ASP.NET
44326,58040,,ASP.NET Core
44327,58040,,Angular
44328,58040,,Angular.js
44329,58040,,Drupal
44330,58040,,React.js
44331,58040,,jQuery
44332,58040,Angular.js,
44339,58040,ASP.NET,
44346,58040,ASP.NET Core,
44353,58062,ASP.NET,ASP.NET
44354,58062,jQuery,
44355,58062,React.js,
44356,58062,Vue.js,
44357,58063,Django,Angular
44358,58063,,Angular.js
44359,58063,,Django
44360,58063,,Flask
44361,58063,,Vue.js
44362,58063,Flask,
44367,58063,Vue.js,
44372,58080,ASP.NET,ASP.NET
44373,58080,,Django
44374,58080,,Flask
44375,58080,Flask,
44378,58080,React.js,
44381,58114,Django,React.js
44382,58114,,jQuery
44383,58114,jQuery,
44385,58114,React.js,
44387,58114,Vue.js,
44389,58132,ASP.NET,ASP.NET
44390,58132,,Laravel
44391,58132,,jQuery
44392,58132,ASP.NET Core,
44395,58132,jQuery,
44398,58134,ASP.NET Core,ASP.NET
44399,58134,,ASP.NET Core
44400,58155,Angular,ASP.NET
44401,58155,,ASP.NET Core
44402,58155,,Angular.js
44403,58155,,Laravel
44404,58155,,jQuery
44405,58155,Angular.js,
44410,58155,ASP.NET,
44415,58155,ASP.NET Core,
44420,58155,jQuery,
44425,58157,ASP.NET,ASP.NET
44426,58157,,ASP.NET Core
44427,58157,,Angular
44428,58157,,Angular.js
44429,58157,,React.js
44430,58157,ASP.NET Core,
44435,58157,Express,
44440,58157,Flask,
44445,58157,React.js,
44450,58163,Express,Angular
44451,58163,,Express
44452,58163,,Flask
44453,58163,Flask,
44456,58168,Angular,Flask
44457,58168,Angular.js,
44458,58168,Django,
44459,58168,Express,
44460,58168,Flask,
44461,58168,Gatsby,
44462,58168,Laravel,
44463,58168,React.js,
44464,58168,Vue.js,
44465,58184,Express,Express
44466,58184,,Laravel
44467,58184,,Ruby on Rails
44468,58184,,Vue.js
44469,58184,,jQuery
44470,58184,jQuery,
44475,58184,Laravel,
44480,58184,Ruby on Rails,
44485,58184,Vue.js,
44490,58188,Angular,Express
44491,58188,ASP.NET Core,
44492,58188,Express,
44493,58192,Angular,Angular
44494,58192,Ruby on Rails,
44495,58200,Django,Django
44496,58234,Django,Express
44497,58234,Express,
44498,58245,Django,React.js
44499,58245,Flask,
44500,58245,jQuery,
44501,58247,React.js,ASP.NET Core
44502,58247,,Express
44503,58247,,jQuery
44504,58250,ASP.NET,ASP.NET
44505,58250,,ASP.NET Core
44506,58250,,Django
44507,58250,,Laravel
44508,58250,,Vue.js
44509,58250,ASP.NET Core,
44514,58250,Express,
44519,58250,Laravel,
44524,58250,React.js,
44529,58250,Spring,
44534,58250,Vue.js,
44539,58251,Flask,Flask
44540,58251,,React.js
44541,58256,Express,ASP.NET
44542,58256,,ASP.NET Core
44543,58256,,Django
44544,58256,,Express
44545,58256,,Flask
44546,58256,,React.js
44547,58256,React.js,
44553,58258,Ruby on Rails,Ruby on Rails
44554,58306,Angular.js,React.js
44555,58306,Express,
44556,58306,React.js,
44557,58306,Vue.js,
44558,58307,React.js,React.js
44559,58307,Spring,
44560,58320,Django,Express
44561,58320,,Symfony
44562,58320,,jQuery
44563,58320,Express,
44566,58320,Flask,
44569,58320,React.js,
44572,58320,Vue.js,
44575,58334,Angular,Angular
44576,58334,,jQuery
44577,58334,Angular.js,
44579,58334,jQuery,
44581,58363,Django,Ruby on Rails
44582,58363,,Vue.js
44583,58363,React.js,
44585,58363,Ruby on Rails,
44587,58363,Vue.js,
44589,58375,Angular,ASP.NET
44590,58375,,ASP.NET Core
44591,58375,,Angular
44592,58375,,jQuery
44593,58375,ASP.NET,
44597,58375,ASP.NET Core,
44601,58375,jQuery,
44605,58385,Angular,ASP.NET
44606,58385,,ASP.NET Core
44607,58385,,Angular.js
44608,58385,,Django
44609,58385,,jQuery
44610,58385,Angular.js,
44615,58385,ASP.NET,
44620,58385,ASP.NET Core,
44625,58385,jQuery,
44630,58385,Vue.js,
44635,58404,ASP.NET,ASP.NET
44636,58404,,jQuery
44637,58404,ASP.NET Core,
44639,58404,jQuery,
44641,58408,ASP.NET,Angular
44642,58408,,Angular.js
44643,58408,,React.js
44644,58408,,Spring
44645,58408,,jQuery
44646,58408,ASP.NET Core,
44651,58408,Django,
44656,58408,React.js,
44661,58418,Express,Express
44662,58418,,Laravel
44663,58418,,React.js
44664,58418,React.js,
44667,58438,Django,ASP.NET
44668,58438,,ASP.NET Core
44669,58438,,Django
44670,58438,,Express
44671,58438,,Flask
44672,58438,,React.js
44673,58438,,jQuery
44674,58438,Express,
44681,58438,Flask,
44688,58438,React.js,
44695,58450,Angular,Laravel
44696,58450,,Vue.js
44697,58450,,jQuery
44698,58450,Angular.js,
44701,58450,jQuery,
44704,58450,Laravel,
44707,58450,React.js,
44710,58450,Symfony,
44713,58450,Vue.js,
44716,58463,Express,Express
44717,58463,,React.js
44718,58463,React.js,
44720,58514,ASP.NET Core,ASP.NET
44721,58514,,ASP.NET Core
44722,58514,,Drupal
44723,58514,,Express
44724,58514,,React.js
44725,58514,,jQuery
44726,58514,Express,
44732,58514,Gatsby,
44738,58514,React.js,
44744,58519,Django,Django
44745,58519,,Flask
44746,58519,,React.js
44747,58519,Flask,
44750,58540,Angular,Django
44751,58540,,Flask
44752,58540,,jQuery
44753,58540,Angular.js,
44756,58540,Django,
44759,58546,Angular,Angular
44760,58546,,Django
44761,58546,,Ruby on Rails
44762,58546,,jQuery
44763,58546,Django,
44767,58546,Express,
44771,58546,jQuery,
44775,58546,React.js,
44779,58546,Ruby on Rails,
44783,58546,Spring,
44787,58546,Vue.js,
44791,58548,Ruby on Rails,Angular
44792,58548,,Spring
44793,58548,,jQuery
44794,58548,Symfony,
44797,58559,Django,Flask
44798,58559,,React.js
44799,58559,Flask,
44801,58559,React.js,
44803,58569,Flask,Django
44804,58569,,Flask
44805,58569,,Symfony
44806,58569,Symfony,
44809,58617,Angular,Angular
44810,58617,Ruby on Rails,
44811,58643,Flask,Django
44812,58643,,Flask
44813,58646,Django,Django
44814,58646,,Flask
44815,58646,,React.js
44816,58646,Express,
44819,58646,Flask,
44822,58646,Gatsby,
44825,58646,React.js,
44828,58651,Gatsby,Angular
44829,58651,,Angular.js
44830,58651,,Gatsby
44831,58651,React.js,
44834,58651,Vue.js,
44837,58669,Angular,ASP.NET
44838,58669,,Angular
44839,58669,,Express
44840,58669,,Spring
44841,58669,,jQuery
44842,58669,React.js,
44847,58669,Vue.js,
44852,58680,ASP.NET,Django
44853,58680,,React.js
44854,58680,ASP.NET Core,
44856,58680,Django,
44858,58680,Flask,
44860,58680,Gatsby,
44862,58680,Laravel,
44864,58680,React.js,
44866,58682,Gatsby,Gatsby
44867,58682,,React.js
44868,58682,React.js,
44870,58695,Angular,Laravel
44871,58695,,jQuery
44872,58695,Angular.js,
44874,58695,jQuery,
44876,58695,Laravel,
44878,58695,React.js,
44880,58695,Ruby on Rails,
44882,58704,Angular,Angular
44883,58704,,Django
44884,58704,,Express
44885,58704,,React.js
44886,58704,Express,
44890,58704,React.js,
44894,58704,Vue.js,
44898,58710,Express,Express
44899,58710,,Gatsby
44900,58710,,React.js
44901,58710,React.js,
44904,58712,React.js,React.js
44905,58716,ASP.NET Core,ASP.NET Core
44906,58719,Express,Angular
44907,58719,,Express
44908,58719,,React.js
44909,58719,React.js,
44912,58723,Spring,Spring
44913,58738,Express,Angular
44914,58738,,Express
44915,58738,,React.js
44916,58738,React.js,
44919,58746,Express,Express
44920,58746,,React.js
44921,58746,,Vue.js
44922,58746,React.js,
44925,58746,Vue.js,
44928,58776,jQuery,Vue.js
44929,58776,,jQuery
44930,58776,Laravel,
44932,58776,Vue.js,
44934,58777,Laravel,Laravel
44935,58777,,React.js
44936,58777,React.js,
44938,58780,Angular.js,ASP.NET
44939,58780,,ASP.NET Core
44940,58780,,Angular
44941,58780,,Angular.js
44942,58780,,Express
44943,58780,,Gatsby
44944,58780,,React.js
44945,58780,,Vue.js
44946,58780,,jQuery
44947,58780,ASP.NET Core,
44956,58780,Express,
44965,58780,React.js,
44974,58803,ASP.NET Core,ASP.NET Core
44975,58803,Flask,
44976,58817,Flask,ASP.NET Core
44977,58817,,Flask
44978,58830,Flask,Angular
44979,58830,Gatsby,
44980,58830,React.js,
44981,58830,Vue.js,
44982,58840,Angular,ASP.NET
44983,58840,,ASP.NET Core
44984,58840,,Angular
44985,58840,,Express
44986,58840,,Ruby on Rails
44987,58840,,jQuery
44988,58840,ASP.NET Core,
44994,58840,Express,
45000,58840,Ruby on Rails,
45006,58848,Spring,Spring
45007,58849,Angular,Angular
45008,58849,,Angular.js
45009,58849,,Gatsby
45010,58849,,React.js
45011,58849,Gatsby,
45015,58849,React.js,
45019,58884,Angular,ASP.NET Core
45020,58884,,Angular
45021,58884,,React.js
45022,58884,ASP.NET Core,
45025,58884,Express,
45028,58884,React.js,
45031,58885,Gatsby,Express
45032,58885,,Flask
45033,58885,React.js,
45035,58885,Vue.js,
45037,58889,ASP.NET Core,ASP.NET
45038,58889,,ASP.NET Core
45039,58899,Angular,ASP.NET Core
45040,58899,,Angular
45041,58899,ASP.NET Core,
45043,58910,Gatsby,Gatsby
45044,58910,,React.js
45045,58910,,Ruby on Rails
45046,58910,,jQuery
45047,58910,React.js,
45051,58910,Ruby on Rails,
45055,58929,Angular,React.js
45056,58929,,jQuery
45057,58929,Angular.js,
45059,58929,React.js,
45061,58929,Spring,
45063,58945,React.js,Express
45064,58945,,React.js
45065,58951,Django,Angular
45066,58951,,Express
45067,58951,,React.js
45068,58951,Express,
45071,58951,Gatsby,
45074,58951,React.js,
45077,58958,Angular,Express
45078,58958,,React.js
45079,58958,,Ruby on Rails
45080,58958,Express,
45083,58958,React.js,
45086,58958,Ruby on Rails,
45089,58958,Spring,
45092,58960,React.js,React.js
45093,58960,Vue.js,
45094,58966,ASP.NET Core,ASP.NET
45095,58966,,Express
45096,58966,,Flask
45097,58966,,React.js
45098,58966,,jQuery
45099,58966,Express,
45104,58966,Flask,
45109,58966,jQuery,
45114,58966,React.js,
45119,58975,Angular,Django
45120,58975,,Flask
45121,58975,,Spring
45122,58975,,jQuery
45123,58975,React.js,
45127,58975,Vue.js,
45131,58982,Django,Angular
45132,58982,,Angular.js
45133,58982,,Django
45134,58982,,Flask
45135,58982,,Laravel
45136,58982,,React.js
45137,58982,,Symfony
45138,58982,,jQuery
45139,58982,React.js,
45147,58990,Angular,ASP.NET Core
45148,58990,,Vue.js
45149,58990,ASP.NET Core,
45151,58990,Vue.js,
45153,58999,Angular,Angular
45154,58999,,Angular.js
45155,58999,,Express
45156,58999,Express,
45159,59001,Angular,ASP.NET
45160,59001,,ASP.NET Core
45161,59001,,Vue.js
45162,59001,,jQuery
45163,59001,ASP.NET,
45167,59001,ASP.NET Core,
45171,59001,React.js,
45175,59001,Vue.js,
45179,59006,Angular,Angular
45180,59006,,Express
45181,59006,Express,
45183,59006,Gatsby,
45185,59006,React.js,
45187,59006,Vue.js,
45189,59029,Angular,ASP.NET Core
45190,59029,,Angular
45191,59029,,Flask
45192,59029,ASP.NET Core,
45195,59030,Angular,Angular
45196,59030,,Django
45197,59030,,React.js
45198,59030,Django,
45201,59030,React.js,
45204,59034,Express,Drupal
45205,59034,,Express
45206,59034,,Gatsby
45207,59034,,React.js
45208,59034,Gatsby,
45212,59034,React.js,
45216,59040,Flask,Angular.js
45217,59040,,Flask
45218,59040,,Vue.js
45219,59040,,jQuery
45220,59040,React.js,
45224,59040,Vue.js,
45228,59054,Express,Express
45229,59054,,React.js
45230,59054,,Ruby on Rails
45231,59054,,Spring
45232,59054,,Vue.js
45233,59054,,jQuery
45234,59054,Flask,
45240,59054,React.js,
45246,59054,Vue.js,
45252,59057,Django,Flask
45253,59057,,React.js
45254,59057,React.js,
45256,59069,ASP.NET,ASP.NET
45257,59069,,jQuery
45258,59069,Django,
45260,59069,jQuery,
45262,59069,React.js,
45264,59069,Vue.js,
45266,59141,React.js,Laravel
45267,59141,,Ruby on Rails
45268,59195,Spring,Spring
45269,59202,Django,Django
45270,59202,,Express
45271,59202,,Flask
45272,59202,,Gatsby
45273,59202,,React.js
45274,59202,,jQuery
45275,59202,Express,
45281,59202,Flask,
45287,59202,React.js,
45293,59202,Vue.js,
45299,59261,Angular,ASP.NET
45300,59261,,ASP.NET Core
45301,59261,,Django
45302,59261,Angular.js,
45305,59261,Flask,
45308,59261,Laravel,
45311,59268,ASP.NET Core,ASP.NET
45312,59268,,ASP.NET Core
45313,59268,,Flask
45314,59268,React.js,
45317,59268,Ruby on Rails,
45320,59277,ASP.NET Core,ASP.NET Core
45321,59277,,Vue.js
45322,59277,Vue.js,
45324,59303,Angular,ASP.NET
45325,59303,,Angular
45326,59303,,Spring
45327,59303,Django,
45330,59303,Flask,
45333,59303,Spring,
45336,59303,Vue.js,
45339,59308,Express,Express
45340,59308,,React.js
45341,59308,Gatsby,
45343,59308,React.js,
45345,59308,Vue.js,
45347,59321,Gatsby,Laravel
45348,59321,,Vue.js
45349,59321,React.js,
45351,59321,Ruby on Rails,
45353,59321,Vue.js,
45355,59340,ASP.NET,ASP.NET
45356,59340,,Vue.js
45357,59340,,jQuery
45358,59340,ASP.NET Core,
45361,59340,jQuery,
45364,59340,Vue.js,
45367,59342,React.js,React.js
45368,59342,,jQuery
45369,59352,ASP.NET Core,ASP.NET
45370,59352,,ASP.NET Core
45371,59352,,jQuery
45372,59352,jQuery,
45375,59373,Express,Express
45376,59373,,Flask
45377,59373,,React.js
45378,59373,,Vue.js
45379,59373,Flask,
45383,59373,React.js,
45387,59373,Vue.js,
45391,59399,Angular,Angular
45392,59399,,Angular.js
45393,59399,,Express
45394,59399,,Spring
45395,59399,,jQuery
45396,59399,Express,
45401,59399,jQuery,
45406,59399,React.js,
45411,59399,Spring,
45416,59423,Angular,Angular
45417,59423,,Angular.js
45418,59423,,Express
45419,59423,,React.js
45420,59423,,Spring
45421,59423,Express,
45426,59423,React.js,
45431,59423,Spring,
45436,59430,React.js,Django
45437,59430,,jQuery
45438,59455,Angular,Angular
45439,59455,,Express
45440,59455,Express,
45442,59459,Angular,ASP.NET
45443,59459,,ASP.NET Core
45444,59459,,Angular
45445,59459,,Angular.js
45446,59459,,Spring
45447,59459,,jQuery
45448,59459,ASP.NET Core,
45454,59459,Spring,
45460,59522,Angular,Angular
45461,59522,,Express
45462,59522,,Ruby on Rails
45463,59522,,Vue.js
45464,59522,Vue.js,
45468,59535,ASP.NET Core,ASP.NET
45469,59535,,ASP.NET Core
45470,59535,,jQuery
45471,59535,jQuery,
45474,59559,Spring,Spring
45475,59572,ASP.NET Core,ASP.NET
45476,59572,,ASP.NET Core
45477,59572,,Angular
45478,59572,,React.js
45479,59572,,jQuery
45480,59572,React.js,
45485,59574,Flask,Flask
45486,59654,Spring,Spring
45487,59655,Angular,ASP.NET
45488,59655,,ASP.NET Core
45489,59655,Angular.js,
45491,59655,Django,
45493,59701,Express,Flask
45494,59701,,React.js
45495,59701,,jQuery
45496,59701,jQuery,
45499,59701,React.js,
45502,59701,Vue.js,
45505,59707,Express,Angular.js
45506,59707,,Express
45507,59707,,Vue.js
45508,59707,,jQuery
45509,59707,jQuery,
45513,59707,Vue.js,
45517,59723,jQuery,Symfony
45518,59723,,Vue.js
45519,59723,,jQuery
45520,59723,Laravel,
45523,59723,React.js,
45526,59723,Symfony,
45529,59723,Vue.js,
45532,59731,ASP.NET Core,React.js
45533,59731,,Ruby on Rails
45534,59731,,jQuery
45535,59731,React.js,
45538,59739,ASP.NET Core,ASP.NET
45539,59739,,ASP.NET Core
45540,59739,,Flask
45541,59739,Flask,
45544,59752,Flask,Flask
45545,59764,jQuery,Ruby on Rails
45546,59764,,jQuery
45547,59764,Ruby on Rails,
45549,59774,ASP.NET Core,ASP.NET
45550,59774,,ASP.NET Core
45551,59774,Flask,
45553,59774,Vue.js,
45555,59782,Gatsby,Angular
45556,59782,,React.js
45557,59782,,jQuery
45558,59782,Vue.js,
45561,59789,Angular,Angular
45562,59789,,Angular.js
45563,59789,,Express
45564,59789,,jQuery
45565,59789,Express,
45569,59789,React.js,
45573,59789,Spring,
45577,59789,Vue.js,
45581,59826,ASP.NET Core,ASP.NET Core
45582,59826,,Django
45583,59826,,Laravel
45584,59826,,Vue.js
45585,59826,,jQuery
45586,59826,jQuery,
45591,59826,Laravel,
45596,59826,Vue.js,
45601,59843,ASP.NET Core,ASP.NET Core
45602,59843,,Express
45603,59843,React.js,
45605,59849,jQuery,jQuery
45606,59856,Django,Flask
45607,59856,Flask,
45608,59883,Express,React.js
45609,59883,,Symfony
45610,59883,,Vue.js
45611,59883,,jQuery
45612,59883,Symfony,
45616,59883,Vue.js,
45620,59914,Angular.js,ASP.NET
45621,59914,,ASP.NET Core
45622,59914,,Angular.js
45623,59914,,Laravel
45624,59914,,jQuery
45625,59914,ASP.NET,
45630,59914,ASP.NET Core,
45635,59914,Flask,
45640,59914,jQuery,
45645,59914,Laravel,
45650,59924,Angular.js,Angular.js
45651,59924,,Express
45652,59924,,Flask
45653,59924,,React.js
45654,59924,Express,
45658,59924,Flask,
45662,59924,React.js,
45666,59924,Vue.js,
45670,59942,Angular,Angular
45671,59942,,Spring
45672,59942,,jQuery
45673,59942,Spring,
45676,59946,Django,React.js
45677,59946,,Vue.js
45678,59963,Django,ASP.NET
45679,59963,,Laravel
45680,59963,,Vue.js
45681,59963,,jQuery
45682,59963,Express,
45686,59963,Gatsby,
45690,59963,React.js,
45694,59963,Ruby on Rails,
45698,59963,Vue.js,
45702,59966,Angular.js,Drupal
45703,59966,,Laravel
45704,59966,,Vue.js
45705,59966,Drupal,
45708,59966,Laravel,
45711,59966,React.js,
45714,59966,Vue.js,
45717,59969,Angular.js,ASP.NET
45718,59969,,jQuery
45719,59969,ASP.NET Core,
45721,59969,React.js,
45723,59969,Vue.js,
45725,59982,Angular,ASP.NET Core
45726,59982,,Angular
45727,59982,,Angular.js
45728,59982,,Django
45729,59982,,Flask
45730,59982,,React.js
45731,59982,,Vue.js
45732,59982,,jQuery
45733,59982,ASP.NET Core,
45741,59982,Django,
45749,59982,Flask,
45757,59982,React.js,
45765,59982,Vue.js,
45773,59987,Laravel,Laravel
45774,59987,,jQuery
45775,59987,Ruby on Rails,
45777,60007,Express,Express
45778,60007,,Gatsby
45779,60007,,Laravel
45780,60007,,React.js
45781,60007,,Symfony
45782,60007,,Vue.js
45783,60007,,jQuery
45784,60007,Gatsby,
45791,60007,Laravel,
45798,60007,React.js,
45805,60007,Symfony,
45812,60007,Vue.js,
45819,60020,jQuery,Angular
45820,60020,,Express
45821,60020,,Laravel
45822,60020,,Symfony
45823,60020,,jQuery
45824,60020,React.js,
45829,60020,Symfony,
45834,60020,Vue.js,
45839,60034,ASP.NET,ASP.NET
