,Respondent,LanguageDesireNextYear,LanguageWorkedWith
115099,48066,,TypeScript
115100,48066,C#,
115105,48066,HTML/CSS,
115110,48066,JavaScript,
115115,48066,TypeScript,
115120,48077,C#,C#
115121,48077,,HTML/CSS
115122,48077,,JavaScript
115123,48077,,SQL
115124,48077,,TypeScript
115125,48077,HTML/CSS,
115130,48077,JavaScript,
115135,48077,Python,
115140,48077,SQL,
115145,48077,TypeScript,
115150,48079,C#,Bash/Shell/PowerShell
115151,48079,,C#
115152,48079,,HTML/CSS
115153,48079,,JavaScript
115154,48079,,PHP
115155,48079,,Python
115156,48079,,SQL
115157,48079,,VBA
115158,48079,HTML/CSS,
115166,48079,JavaScript,
115174,48079,Python,
115182,48079,SQL,
115190,48101,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115191,48101,,HTML/CSS
115192,48101,,Python
115193,48101,JavaScript,
115196,48101,Python,
115199,48106,C#,C#
115200,48106,,JavaScript
115201,48106,,SQL
115202,48106,,TypeScript
115203,48106,Go,
115207,48106,JavaScript,
115211,48106,Perl,
115215,48106,Python,
115219,48106,R,
115223,48124,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115224,48124,,C#
115225,48124,,C++
115226,48124,,HTML/CSS
115227,48124,,Java
115228,48124,,JavaScript
115229,48124,,Objective-C
115230,48124,,Python
115231,48124,,R
115232,48124,,Ruby
115233,48124,,SQL
115234,48124,C#,
115245,48124,C++,
115256,48124,Java,
115267,48124,JavaScript,
115278,48124,Python,
115289,48124,R,
115300,48124,Ruby,
115311,48124,Rust,
115322,48135,Go,Bash/Shell/PowerShell
115323,48135,,PHP
115324,48135,,Python
115325,48135,Python,
115328,48136,Go,C++
115329,48136,,Java
115330,48136,,JavaScript
115331,48136,,PHP
115332,48136,,Python
115333,48136,,SQL
115334,48136,,TypeScript
115335,48136,Python,
115342,48151,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115343,48151,,C#
115344,48151,,HTML/CSS
115345,48151,,Java
115346,48151,,JavaScript
115347,48151,,Python
115348,48151,,SQL
115349,48151,C#,
115356,48151,C++,
115363,48151,Go,
115370,48151,HTML/CSS,
115377,48151,Java,
115384,48151,JavaScript,
115391,48151,Kotlin,
115398,48151,Python,
115405,48151,SQL,
115412,48151,TypeScript,
115419,48158,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115420,48158,,Go
115421,48158,,HTML/CSS
115422,48158,,JavaScript
115423,48158,,PHP
115424,48158,,Ruby
115425,48158,Go,
115431,48158,JavaScript,
115437,48158,Ruby,
115443,48166,Python,JavaScript
115444,48166,,TypeScript
115445,48166,TypeScript,
115447,48185,HTML/CSS,HTML/CSS
115448,48185,,JavaScript
115449,48185,,Ruby
115450,48185,,SQL
115451,48185,JavaScript,
115455,48185,Ruby,
115459,48185,SQL,
115463,48185,Swift,
115467,48185,TypeScript,
115471,48193,Go,Java
115472,48193,,JavaScript
115473,48193,Java,
115475,48193,JavaScript,
115477,48193,Python,
115479,48213,Assembly,Bash/Shell/PowerShell
115480,48213,,C#
115481,48213,,HTML/CSS
115482,48213,,JavaScript
115483,48213,,Objective-C
115484,48213,,PHP
115485,48213,,Python
115486,48213,,Ruby
115487,48213,,SQL
115488,48213,Bash/Shell/PowerShell,
115497,48213,C,
115506,48213,C#,
115515,48213,C++,
115524,48213,Haskell,
115533,48213,JavaScript,
115542,48213,Kotlin,
115551,48213,Python,
115560,48213,Ruby,
115569,48213,Rust,
115578,48213,Scala,
115587,48213,Swift,
115596,48213,TypeScript,
115605,48224,Assembly,Bash/Shell/PowerShell
115606,48224,,C
115607,48224,,C++
115608,48224,,Go
115609,48224,,HTML/CSS
115610,48224,,Java
115611,48224,,JavaScript
115612,48224,,PHP
115613,48224,,Python
115614,48224,,SQL
115615,48224,,TypeScript
115616,48224,Bash/Shell/PowerShell,
115627,48224,C,
115638,48224,C++,
115649,48224,Go,
115660,48224,HTML/CSS,
115671,48224,JavaScript,
115682,48224,Kotlin,
115693,48224,PHP,
115704,48224,Python,
115715,48224,R,
115726,48224,Rust,
115737,48224,Scala,
115748,48224,SQL,
115759,48224,Swift,
115770,48224,TypeScript,
115781,48243,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115782,48243,,C#
115783,48243,,HTML/CSS
115784,48243,,JavaScript
115785,48243,,SQL
115786,48243,,TypeScript
115787,48243,C#,
115793,48243,HTML/CSS,
115799,48243,JavaScript,
115805,48243,SQL,
115811,48243,TypeScript,
115817,48247,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115818,48247,,C
115819,48247,,C#
115820,48247,,C++
115821,48247,,PHP
115822,48247,,Python
115823,48247,C,
115829,48247,C++,
115835,48247,Python,
115841,48257,C#,C#
115842,48257,,Java
115843,48257,,JavaScript
115844,48257,,Objective-C
115845,48257,,Python
115846,48257,,SQL
115847,48257,Go,
115853,48257,Python,
115859,48257,SQL,
115865,48259,Python,Bash/Shell/PowerShell
115866,48259,,Python
115867,48259,,Ruby
115868,48259,Ruby,
115871,48259,Rust,
115874,48266,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115875,48266,,C#
115876,48266,,HTML/CSS
115877,48266,,Java
115878,48266,,JavaScript
115879,48266,,Python
115880,48266,,SQL
115881,48266,C#,
115888,48266,Go,
115895,48266,Python,
115902,48266,Rust,
115909,48266,SQL,
115916,48266,TypeScript,
115923,48269,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115924,48269,,Go
115925,48269,,HTML/CSS
115926,48269,,Java
115927,48269,,Python
115928,48269,Go,
115933,48269,Java,
115938,48269,Python,
115943,48296,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115944,48296,,HTML/CSS
115945,48296,,JavaScript
115946,48296,,PHP
115947,48296,,SQL
115948,48296,HTML/CSS,
115953,48296,JavaScript,
115958,48296,PHP,
115963,48296,Python,
115968,48296,SQL,
115973,48296,TypeScript,
115978,48302,Go,HTML/CSS
115979,48302,,JavaScript
115980,48302,HTML/CSS,
115982,48302,Java,
115984,48302,JavaScript,
115986,48302,TypeScript,
115988,48304,Go,HTML/CSS
115989,48304,,Java
115990,48304,,JavaScript
115991,48304,,SQL
115992,48304,,TypeScript
115993,48304,HTML/CSS,
115998,48304,JavaScript,
116003,48304,TypeScript,
116008,48313,C#,Bash/Shell/PowerShell
116009,48313,,C#
116010,48313,,C++
116011,48313,,HTML/CSS
116012,48313,,JavaScript
116013,48313,,PHP
116014,48313,,SQL
116015,48313,,TypeScript
116016,48313,HTML/CSS,
116024,48313,SQL,
116032,48313,TypeScript,
116040,48318,C#,C#
116041,48318,,Go
116042,48318,,JavaScript
116043,48318,,Python
116044,48318,,Ruby
116045,48318,,SQL
116046,48318,Go,
116052,48318,JavaScript,
116058,48318,Python,
116064,48318,SQL,
116070,48320,C#,C#
116071,48320,,JavaScript
116072,48320,,TypeScript
116073,48320,JavaScript,
116076,48320,TypeScript,
116079,48328,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116080,48328,,Java
116081,48328,,JavaScript
116082,48328,,SQL
116083,48328,Java,
116087,48328,SQL,
116091,48344,Assembly,Bash/Shell/PowerShell
116092,48344,,HTML/CSS
116093,48344,,JavaScript
116094,48344,,Rust
116095,48344,C,
116099,48344,C++,
116103,48344,HTML/CSS,
116107,48344,JavaScript,
116111,48344,Python,
116115,48344,Rust,
116119,48353,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116120,48353,,Go
116121,48353,,HTML/CSS
116122,48353,,Java
116123,48353,,JavaScript
116124,48353,,Python
116125,48353,,SQL
116126,48353,,TypeScript
116127,48353,Go,
116135,48353,HTML/CSS,
116143,48353,JavaScript,
116151,48353,Julia,
116159,48353,R,
116167,48353,Rust,
116175,48353,SQL,
116183,48363,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116184,48363,,HTML/CSS
116185,48363,,Java
116186,48363,,JavaScript
116187,48363,,Kotlin
116188,48363,,SQL
116189,48363,,Swift
116190,48363,HTML/CSS,
116197,48363,Java,
116204,48363,JavaScript,
116211,48363,Kotlin,
116218,48363,Python,
116225,48363,Rust,
116232,48365,C#,C#
116233,48365,,C++
116234,48365,,HTML/CSS
116235,48365,,TypeScript
116236,48365,C++,
116240,48365,TypeScript,
116244,48366,C#,Bash/Shell/PowerShell
116245,48366,,C#
116246,48366,,HTML/CSS
116247,48366,,JavaScript
116248,48366,,R
116249,48366,,SQL
116250,48366,,Swift
116251,48366,HTML/CSS,
116258,48366,R,
116265,48366,SQL,
116272,48366,Swift,
116279,48366,TypeScript,
116286,48378,C#,C#
116287,48378,,HTML/CSS
116288,48378,,JavaScript
116289,48378,,SQL
116290,48378,,TypeScript
116291,48378,HTML/CSS,
116296,48378,JavaScript,
116301,48378,Python,
116306,48378,Swift,
116311,48378,TypeScript,
116316,48396,Go,Bash/Shell/PowerShell
116317,48396,,C#
116318,48396,,Go
116319,48396,,HTML/CSS
116320,48396,,JavaScript
116321,48396,,SQL
116322,48396,,TypeScript
116323,48396,JavaScript,
116330,48396,TypeScript,
116337,48397,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116338,48397,,C#
116339,48397,,HTML/CSS
116340,48397,,JavaScript
116341,48397,,SQL
116342,48397,,TypeScript
116343,48397,C#,
116349,48397,HTML/CSS,
116355,48397,JavaScript,
116361,48397,SQL,
116367,48397,TypeScript,
116373,48403,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116374,48403,,C#
116375,48403,,HTML/CSS
116376,48403,,Java
116377,48403,,JavaScript
116378,48403,,SQL
116379,48403,,TypeScript
116380,48403,HTML/CSS,
116387,48403,Java,
116394,48403,JavaScript,
116401,48403,Kotlin,
116408,48403,TypeScript,
116415,48408,HTML/CSS,C#
116416,48408,,HTML/CSS
116417,48408,,Java
116418,48408,,JavaScript
116419,48408,,PHP
116420,48408,,Ruby
116421,48408,,SQL
116422,48408,,Scala
116423,48408,,TypeScript
116424,48408,,VBA
116425,48408,Java,
116435,48408,JavaScript,
116445,48408,TypeScript,
116455,48434,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116456,48434,,Go
116457,48434,,HTML/CSS
116458,48434,,Python
116459,48434,,Ruby
116460,48434,,SQL
116461,48434,Go,
116467,48434,HTML/CSS,
116473,48434,Python,
116479,48434,SQL,
116485,48440,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116486,48440,,Go
116487,48440,,HTML/CSS
116488,48440,,JavaScript
116489,48440,,Objective-C
116490,48440,,Rust
116491,48440,,SQL
116492,48440,,Swift
116493,48440,Go,
116501,48440,JavaScript,
116509,48440,Rust,
116517,48440,SQL,
116525,48440,Swift,
116533,48445,HTML/CSS,C#
116534,48445,,HTML/CSS
116535,48445,,JavaScript
116536,48445,,Python
116537,48445,,Ruby
116538,48445,,TypeScript
116539,48445,JavaScript,
116545,48445,Python,
116551,48445,TypeScript,
116557,48467,C#,C#
116558,48467,,HTML/CSS
116559,48467,,JavaScript
116560,48467,,SQL
116561,48467,,TypeScript
116562,48467,HTML/CSS,
116567,48478,C#,C#
116568,48478,,HTML/CSS
116569,48478,,JavaScript
116570,48478,,Python
116571,48478,,SQL
116572,48478,Python,
116577,48478,SQL,
116582,48480,Haskell,C#
116583,48480,,C++
116584,48480,,HTML/CSS
116585,48480,,Java
116586,48480,,JavaScript
116587,48480,,TypeScript
116588,48480,Julia,
116594,48480,Python,
116600,48480,Rust,
116606,48480,Scala,
116612,48488,JavaScript,JavaScript
116613,48488,,Python
116614,48488,,TypeScript
116615,48488,TypeScript,
116618,48492,C#,JavaScript
116619,48492,JavaScript,
116620,48492,TypeScript,
116621,48513,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116622,48513,,C#
116623,48513,,HTML/CSS
116624,48513,,JavaScript
116625,48513,,Swift
116626,48513,,TypeScript
116627,48513,C#,
116633,48513,HTML/CSS,
116639,48513,JavaScript,
116645,48513,Python,
116651,48513,Swift,
116657,48513,TypeScript,
116663,48538,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116664,48538,,C++
116665,48538,,Dart
116666,48538,,Go
116667,48538,,Java
116668,48538,,JavaScript
116669,48538,,Python
116670,48538,,R
116671,48538,,Rust
116672,48538,,SQL
116673,48538,,Scala
116674,48538,C++,
116685,48538,Dart,
116696,48538,Go,
116707,48538,JavaScript,
116718,48538,Rust,
116729,48538,Scala,
116740,48538,SQL,
116751,48542,C#,Bash/Shell/PowerShell
116752,48542,,C#
116753,48542,,JavaScript
116754,48542,,Kotlin
116755,48542,,TypeScript
116756,48542,JavaScript,
116761,48542,Kotlin,
116766,48542,TypeScript,
116771,48546,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116772,48546,,HTML/CSS
116773,48546,,Python
116774,48546,,SQL
116775,48546,HTML/CSS,
116779,48546,Python,
116783,48546,SQL,
116787,48574,C#,C
116788,48574,,C#
116789,48574,,C++
116790,48574,,Java
116791,48574,,JavaScript
116792,48574,,Objective-C
116793,48574,,Python
116794,48574,Haskell,
116801,48574,Python,
116808,48574,TypeScript,
116815,48597,Go,Go
116816,48597,,HTML/CSS
116817,48597,,Java
116818,48597,,JavaScript
116819,48597,,Kotlin
116820,48597,,Python
116821,48597,,Ruby
116822,48597,,SQL
116823,48597,,Scala
116824,48597,,TypeScript
116825,48597,HTML/CSS,
116835,48597,JavaScript,
116845,48597,Kotlin,
116855,48597,Python,
116865,48597,Ruby,
116875,48597,Rust,
116885,48597,Scala,
116895,48597,SQL,
116905,48597,TypeScript,
116915,48605,C#,HTML/CSS
116916,48605,,Java
116917,48605,,JavaScript
116918,48605,,PHP
116919,48605,,Python
116920,48605,,R
116921,48605,,SQL
116922,48605,,Scala
116923,48605,,TypeScript
116924,48605,C++,
116933,48605,JavaScript,
116942,48605,PHP,
116951,48605,Python,
116960,48605,R,
116969,48605,Scala,
116978,48605,SQL,
116987,48605,TypeScript,
116996,48616,Bash/Shell/PowerShell,Bash/Shell/PowerShell
116997,48616,,HTML/CSS
116998,48616,,JavaScript
116999,48616,,Python
117000,48616,,R
117001,48616,,SQL
117002,48616,Go,
117008,48616,HTML/CSS,
117014,48616,JavaScript,
117020,48616,Julia,
117026,48616,Python,
117032,48616,SQL,
117038,48616,Swift,
117044,48640,C#,Bash/Shell/PowerShell
117045,48640,,C#
117046,48640,,HTML/CSS
117047,48640,,JavaScript
117048,48640,,Python
117049,48640,,SQL
117050,48640,,TypeScript
117051,48640,HTML/CSS,
117058,48640,JavaScript,
117065,48654,C#,C#
117066,48654,,HTML/CSS
117067,48654,,JavaScript
117068,48654,,SQL
117069,48654,HTML/CSS,
117073,48654,JavaScript,
117077,48654,SQL,
117081,48679,C++,C#
117082,48679,,HTML/CSS
117083,48679,,JavaScript
117084,48679,,SQL
117085,48679,PHP,
117089,48679,TypeScript,
117093,48694,Bash/Shell/PowerShell,Bash/Shell/PowerShell
117094,48694,,C#
117095,48694,,HTML/CSS
117096,48694,,JavaScript
117097,48694,,SQL
117098,48694,,VBA
117099,48694,C#,
117105,48694,HTML/CSS,
117111,48694,JavaScript,
117117,48694,SQL,
117123,48698,C,C
117124,48698,,C++
117125,48698,,HTML/CSS
117126,48698,,JavaScript
117127,48698,,Python
117128,48698,,R
117129,48698,,TypeScript
117130,48698,HTML/CSS,
117137,48698,JavaScript,
117144,48698,Python,
117151,48698,R,
117158,48698,Rust,
117165,48698,TypeScript,
117172,48711,Bash/Shell/PowerShell,Bash/Shell/PowerShell
117173,48711,,HTML/CSS
117174,48711,,Java
117175,48711,,JavaScript
117176,48711,,PHP
117177,48711,,Python
117178,48711,,SQL
117179,48711,Go,
117186,48711,HTML/CSS,
117193,48711,Java,
117200,48711,JavaScript,
117207,48711,PHP,
117214,48711,Python,
117221,48711,SQL,
117228,48711,TypeScript,
117235,48715,Python,Bash/Shell/PowerShell
117236,48715,,HTML/CSS
117237,48715,,Java
117238,48715,,JavaScript
117239,48715,,SQL
117240,48715,R,
117245,48730,Go,HTML/CSS
117246,48730,,JavaScript
117247,48730,,PHP
117248,48730,,SQL
117249,48734,Haskell,Assembly
117250,48734,,Bash/Shell/PowerShell
117251,48734,,C
117252,48734,,C++
117253,48734,,HTML/CSS
117254,48734,,Java
117255,48734,,JavaScript
117256,48734,,Kotlin
117257,48734,,Perl
117258,48734,,Python
117259,48734,,SQL
117260,48734,,TypeScript
117261,48734,Kotlin,
117273,48734,Rust,
117285,48734,TypeScript,
117297,48748,Go,HTML/CSS
117298,48748,,Java
117299,48748,,JavaScript
117300,48748,,PHP
117301,48748,,Python
117302,48748,,Ruby
117303,48748,,SQL
117304,48748,Java,
117311,48748,JavaScript,
117318,48748,Kotlin,
117325,48748,PHP,
117332,48748,Python,
117339,48748,SQL,
117346,48764,C#,Bash/Shell/PowerShell
117347,48764,,C
117348,48764,,C#
117349,48764,,C++
117350,48764,,HTML/CSS
117351,48764,,Java
117352,48764,,JavaScript
117353,48764,,PHP
117354,48764,,Python
117355,48764,,SQL
117356,48764,,TypeScript
117357,48764,HTML/CSS,
117368,48764,Java,
117379,48764,JavaScript,
117390,48764,Python,
117401,48764,SQL,
117412,48764,TypeScript,
117423,48771,C#,C#
117424,48771,,HTML/CSS
117425,48771,,JavaScript
117426,48771,,PHP
117427,48771,,Python
117428,48771,,SQL
117429,48771,,TypeScript
117430,48771,R,
117437,48771,Rust,
117444,48771,SQL,
117451,48771,TypeScript,
117458,48778,Bash/Shell/PowerShell,C#
117459,48778,,Dart
117460,48778,,Go
117461,48778,,Java
117462,48778,,Python
117463,48778,C#,
117468,48778,Java,
117473,48778,JavaScript,
117478,48778,Python,
117483,48814,Python,HTML/CSS
117484,48814,,JavaScript
117485,48814,,Python
117486,48814,,TypeScript
117487,48814,Rust,
117491,48815,HTML/CSS,C#
117492,48815,,C++
117493,48815,,HTML/CSS
117494,48815,,Java
117495,48815,,JavaScript
117496,48815,,PHP
117497,48815,,SQL
117498,48815,,Scala
117499,48815,Java,
117507,48815,JavaScript,
117515,48815,PHP,
117523,48815,SQL,
117531,48816,HTML/CSS,HTML/CSS
117532,48816,,Java
117533,48816,,JavaScript
117534,48816,,Python
117535,48816,,SQL
117536,48816,JavaScript,
117541,48816,Python,
117546,48816,SQL,
117551,48822,Bash/Shell/PowerShell,Bash/Shell/PowerShell
117552,48822,,JavaScript
117553,48822,,Perl
117554,48822,,Rust
117555,48822,,SQL
117556,48822,Perl,
117561,48822,Rust,
117566,48822,SQL,
117571,48832,C#,C#
117572,48832,,Java
117573,48832,,JavaScript
117574,48832,,Python
117575,48832,,Scala
117576,48832,Go,
117581,48832,Python,
117586,48832,Scala,
117591,48832,TypeScript,
117596,48846,HTML/CSS,C
117597,48846,,HTML/CSS
117598,48846,,Java
117599,48846,,JavaScript
117600,48846,,PHP
117601,48846,,Python
117602,48846,,SQL
117603,48846,,TypeScript
117604,48846,JavaScript,
117612,48846,PHP,
117620,48846,SQL,
117628,48846,TypeScript,
117636,48850,Go,Bash/Shell/PowerShell
117637,48850,,C
117638,48850,,C++
117639,48850,,HTML/CSS
117640,48850,,Java
117641,48850,,Kotlin
117642,48850,,Python
117643,48850,R,
117650,48867,Go,HTML/CSS
117651,48867,,JavaScript
117652,48867,,PHP
117653,48867,HTML/CSS,
117656,48867,JavaScript,
117659,48867,Rust,
117662,48867,SQL,
117665,48867,TypeScript,
117668,48880,Bash/Shell/PowerShell,Bash/Shell/PowerShell
117669,48880,,C#
117670,48880,,HTML/CSS
117671,48880,,JavaScript
117672,48880,,SQL
117673,48880,C#,
117678,48880,HTML/CSS,
117683,48880,JavaScript,
117688,48880,SQL,
117693,48880,TypeScript,
117698,48895,Dart,Bash/Shell/PowerShell
117699,48895,,C#
117700,48895,,HTML/CSS
117701,48895,,Java
117702,48895,,JavaScript
117703,48895,,Python
117704,48895,,TypeScript
117705,48895,Go,
117712,48895,HTML/CSS,
117719,48895,JavaScript,
117726,48895,Kotlin,
117733,48895,Rust,
117740,48895,TypeScript,
117747,48927,C#,C#
117748,48927,Python,
117749,48932,Scala,HTML/CSS
117750,48932,,Java
117751,48932,,JavaScript
117752,48932,,PHP
117753,48932,SQL,
117757,48940,Assembly,Bash/Shell/PowerShell
117758,48940,,C
117759,48940,,C++
117760,48940,,Python
117761,48940,,SQL
117762,48940,C,
117767,48940,C++,
117772,48940,Go,
117777,48940,Python,
117782,48940,Rust,
117787,48940,SQL,
117792,48967,C#,C#
117793,48967,,HTML/CSS
117794,48967,,JavaScript
117795,48967,,SQL
117796,48967,HTML/CSS,
117800,48967,JavaScript,
117804,48967,SQL,
117808,48970,C#,Bash/Shell/PowerShell
117809,48970,,C#
117810,48970,,HTML/CSS
117811,48970,,JavaScript
117812,48970,,Python
117813,48970,,SQL
117814,48970,,TypeScript
117815,48970,JavaScript,
117822,48970,Kotlin,
117829,48970,SQL,
117836,48970,TypeScript,
117843,48990,Bash/Shell/PowerShell,HTML/CSS
117844,48990,,JavaScript
117845,48990,,PHP
117846,48990,HTML/CSS,
117849,48990,JavaScript,
117852,48990,PHP,
117855,48990,Python,
117858,48990,Rust,
117861,49006,C#,C#
117862,49006,,JavaScript
117863,49006,,SQL
117864,49006,JavaScript,
117867,49006,SQL,
117870,49006,TypeScript,
117873,49007,Bash/Shell/PowerShell,C#
117874,49007,,HTML/CSS
117875,49007,,SQL
117876,49007,C#,
117879,49007,SQL,
117882,49056,C,HTML/CSS
117883,49056,,Java
117884,49056,,JavaScript
117885,49056,,SQL
117886,49056,,Scala
117887,49056,,TypeScript
117888,49056,C++,
117894,49056,HTML/CSS,
117900,49056,Java,
117906,49056,JavaScript,
117912,49056,Python,
117918,49056,R,
117924,49056,Scala,
117930,49056,SQL,
117936,49056,TypeScript,
117942,49069,Dart,Bash/Shell/PowerShell
117943,49069,,HTML/CSS
117944,49069,,Java
117945,49069,,JavaScript
117946,49069,,Python
117947,49069,,SQL
117948,49069,,TypeScript
117949,49069,Kotlin,
117956,49069,Python,
117963,49069,Rust,
117970,49069,Swift,
117977,49081,C#,Bash/Shell/PowerShell
117978,49081,,C
117979,49081,,C#
117980,49081,,C++
117981,49081,,HTML/CSS
117982,49081,,JavaScript
117983,49081,,PHP
117984,49081,,Python
117985,49081,,Rust
117986,49081,,SQL
117987,49081,,TypeScript
117988,49081,HTML/CSS,
117999,49081,JavaScript,
118010,49081,Python,
118021,49081,Rust,
118032,49081,TypeScript,
118043,49085,C#,C#
118044,49085,,C++
118045,49085,,HTML/CSS
118046,49085,,JavaScript
118047,49085,,SQL
118048,49085,,TypeScript
118049,49085,C++,
118055,49085,HTML/CSS,
118061,49085,Java,
118067,49085,JavaScript,
118073,49085,Objective-C,
118079,49085,Python,
118085,49085,Ruby,
118091,49085,SQL,
118097,49085,Swift,
118103,49085,TypeScript,
118109,49092,C++,C
118110,49092,,C++
118111,49092,,HTML/CSS
118112,49092,,Java
118113,49092,,JavaScript
118114,49092,,Python
118115,49092,Dart,
118121,49092,Go,
118127,49092,Python,
118133,49092,Rust,
118139,49121,C#,C#
118140,49121,,Go
118141,49121,,HTML/CSS
118142,49121,,JavaScript
118143,49121,,PHP
118144,49121,,SQL
118145,49121,PHP,
118151,49121,SQL,
118157,49130,Bash/Shell/PowerShell,HTML/CSS
118158,49130,,JavaScript
118159,49130,,PHP
118160,49130,,SQL
